,,,,,,,,,,,
A,B,C,D,Volume,Area,Area Formula,Volume Formula,Area:Volume Imagem,Peso fora,Densidade Arquimedes,Embriodiagnostico
56.84,42.99,28.66,28.18,48.14,71.01,70.86,54.99,1.48,52.70,1086.60,Nascido
54.86,43.49,30.81,24.05,47.67,73.36,70.07,54.33,1.54,50.00,1079.91,Nascido
54.42,43.89,28.34,26.09,47.93,70.48,70.42,54.90,1.47,51.40,1082.11,Nascido
55.34,42.76,29.18,26.16,41.19,64.97,69.00,52.98,1.58,50.80,1092.47,Nascido
58.95,45.66,33.35,25.60,57.51,76.30,78.61,64.35,1.33,53.30,1070.28,Nascido
60.13,46.55,34.21,25.91,60.39,81.50,81.72,68.21,1.35,50.40,1081.55,Nascido
60.10,44.03,35.19,24.92,58.74,74.17,76.30,61.01,1.26,50.00,1094.09,Nascido
54.62,43.31,30.70,23.92,49.22,69.55,69.48,53.64,1.41,51.90,1083.51,Nascido
57.41,43.58,31.50,25.91,48.76,71.30,72.67,57.10,1.46,54.30,1092.56,Nascido
59.48,44.68,32.63,26.85,55.20,78.21,76.99,62.16,1.42,49.70,1082.79,Nascido
55.26,43.71,31.40,23.85,47.00,69.89,70.92,55.28,1.49,53.00,1060.00,Nascido
57.98,44.69,29.39,28.60,51.27,76.77,75.51,60.65,1.50,52.30,1082.82,Nascido
56.75,44.71,30.15,26.60,56.08,71.68,74.36,59.41,1.28,58.90,1082.72,Nascido
57.09,43.78,32.19,24.89,52.24,71.32,72.80,57.29,1.37,49.40,1071.58,Nascido
57.24,41.18,30.38,26.85,49.47,66.16,67.57,50.82,1.34,51.30,1077.73,Nascido
56.14,44.37,32.59,23.55,55.80,70.67,73.15,57.87,1.27,49.70,1073.43,Nascido
58.11,43.78,31.70,26.41,51.58,71.68,73.75,58.32,1.39,46.30,1097.16,Falecido
56.58,44.85,28.69,27.90,51.61,76.59,74.48,59.61,1.48,59.30,1082.12,Nascido
56.17,45.05,29.36,26.81,55.08,71.69,74.48,59.68,1.30,56.40,1088.80,Nascido
57.91,45.63,32.59,25.32,60.66,75.58,77.50,63.14,1.25,57.00,1069.42,Nascido
58.11,44.28,30.70,27.41,57.71,73.57,74.77,59.65,1.27,52.00,1065.57,Nascido
60.73,43.18,33.63,27.10,55.29,73.25,75.01,59.28,1.32,51.20,1084.75,Nascido
58.66,43.63,34.10,24.56,55.48,72.07,74.05,58.47,1.30,56.70,1067.80,Nascido
61.58,45.75,33.92,27.66,65.69,79.70,81.41,67.49,1.21,55.30,1077.97,Nascido
57.59,43.76,33.69,23.90,50.60,74.58,73.29,57.73,1.47,56.90,1077.65,Falecido
56.39,45.08,28.21,28.18,51.61,76.30,74.75,59.99,1.48,50.70,1069.62,Nascido
60.18,47.09,32.24,27.93,63.86,80.46,82.92,69.88,1.26,51.90,1072.31,Nascido
57.44,43.28,30.63,26.81,50.05,71.55,72.05,56.33,1.43,52.90,1073.02,Falecido
62.04,45.21,35.42,26.62,57.86,78.17,80.73,66.39,1.35,51.20,1073.38,Nascido
60.79,42.86,33.05,27.74,53.61,71.87,74.39,58.48,1.34,50.60,1065.26,Nascido
60.50,44.44,32.88,27.62,58.45,74.71,77.48,62.57,1.28,56.20,1074.57,Nascido
61.38,45.60,31.33,30.06,58.00,75.28,80.84,66.84,1.30,57.60,1082.71,Nascido
58.79,43.73,32.17,26.62,57.72,73.17,74.31,58.88,1.27,56.40,1068.18,Falecido
62.67,44.55,35.23,27.43,63.18,78.03,79.89,65.13,1.24,63.30,1067.45,Nascido
61.06,44.98,33.67,27.39,63.04,77.59,79.21,64.69,1.23,47.80,1071.75,Nascido
56.47,44.63,31.00,25.47,57.91,72.93,73.95,58.91,1.26,55.60,1069.23,Nascido
58.77,45.71,32.15,26.62,62.08,76.40,78.49,64.30,1.23,54.90,1078.59,Nascido
59.06,44.75,33.94,25.12,59.44,74.42,76.80,61.94,1.25,53.60,1080.65,Nascido
60.15,45.05,34.24,25.91,61.72,76.36,78.50,63.92,1.24,58.90,1094.80,Nascido
58.38,44.55,30.20,28.18,58.80,73.85,75.61,60.68,1.26,54.30,1077.38,Nascido
58.71,41.84,30.25,28.46,51.88,68.51,70.27,53.82,1.32,48.10,1085.78,Nascido
54.99,41.70,29.14,25.85,49.02,65.39,66.55,50.06,1.33,50.00,1082.25,Nascido
59.08,44.94,32.09,26.99,60.24,75.31,77.15,62.49,1.25,50.30,1067.94,Nascido
57.41,44.52,30.10,27.30,57.80,73.06,74.58,59.56,1.26,44.90,1081.93,Nascido
54.62,41.79,28.71,25.91,48.56,64.98,66.39,49.94,1.34,49.10,1088.69,Nascido
59.27,43.19,32.15,27.12,55.84,71.68,73.63,57.90,1.28,55.20,1082.35,Nascido
54.59,42.78,31.45,23.15,51.33,67.30,68.43,52.32,1.31,49.30,1093.13,Nascido
58.15,44.27,31.87,26.28,58.17,73.47,74.82,59.67,1.26,45.80,1090.48,Nascido
55.34,45.30,28.16,27.18,57.56,72.50,74.19,59.46,1.26,58.40,1073.53,Nascido
57.91,45.57,30.47,27.43,58.35,75.04,77.31,62.98,1.29,54.40,1066.67,Nascido
56.86,43.84,32.81,24.05,55.41,70.13,72.75,57.23,1.27,55.40,1073.64,Nascido
56.84,41.19,32.62,24.23,49.28,65.88,67.31,50.49,1.34,44.40,1072.46,Nascido
55.55,43.73,29.68,25.87,53.94,69.51,71.18,55.63,1.29,53.30,1076.77,Falecido
56.52,42.47,29.66,26.87,50.92,67.24,69.51,53.37,1.32,51.10,1078.06,Nascido
61.41,47.28,31.56,29.85,69.96,82.75,84.58,71.87,1.18,58.00,1062.27,Nascido
60.56,45.48,32.92,27.64,63.34,77.66,79.78,65.59,1.23,55.50,1083.98,Falecido
57.27,41.70,31.65,25.62,50.22,66.81,68.68,52.14,1.33,53.50,1076.46,Nascido
58.66,43.06,29.98,28.68,54.02,70.48,72.74,56.94,1.30,51.60,1086.32,Nascido
59.69,43.89,30.84,28.85,57.91,73.20,75.49,60.22,1.26,48.00,1098.40,Nascido
57.69,43.39,31.62,26.07,55.80,71.22,72.55,56.88,1.28,64.00,1086.59,Nascido
53.17,42.89,28.60,24.57,50.03,65.82,67.26,51.23,1.32,57.80,1084.43,Nascido
57.66,44.08,29.98,27.68,56.86,72.28,73.92,58.66,1.27,54.90,1098.00,Nascido
60.56,46.00,33.69,26.87,65.42,79.32,80.94,67.10,1.21,54.50,1081.35,Nascido
57.25,42.20,28.87,28.39,51.88,68.13,69.64,53.38,1.31,52.70,1093.36,Nascido
59.79,44.98,30.88,28.91,61.66,76.39,77.91,63.34,1.24,50.50,1081.37,Falecido
60.73,45.88,33.49,27.24,64.95,79.05,80.83,66.93,1.22,52.70,1082.14,Nascido
61.41,46.88,31.33,30.09,66.00,81.09,83.70,70.68,1.23,51.10,1073.53,Nascido
60.54,44.21,30.38,30.15,60.48,75.64,76.99,61.96,1.25,54.60,1068.49,Nascido
58.56,43.73,30.15,28.41,58.06,73.35,74.06,58.65,1.26,51.70,1065.98,Falecido
60.52,43.44,31.65,28.87,58.08,73.66,75.34,59.81,1.27,60.90,1072.18,Nascido
60.47,44.68,30.35,30.12,62.21,76.83,77.91,63.19,1.24,56.70,1077.95,Falecido
57.94,46.10,30.50,27.43,63.07,77.20,78.46,64.47,1.22,49.50,1080.79,Falecido
58.27,45.98,29.39,28.89,61.84,76.19,78.53,64.50,1.23,61.30,1081.13,Nascido
60.66,44.88,30.83,29.84,61.98,76.48,78.55,63.98,1.23,61.80,1072.92,Nascido
57.22,44.11,28.98,28.23,56.54,71.93,73.54,58.28,1.27,54.40,1081.51,Nascido
56.02,42.94,29.16,26.87,51.35,67.49,70.02,54.10,1.31,46.30,1099.76,Nascido
55.58,42.16,28.45,27.13,50.78,67.13,68.00,51.72,1.32,49.20,1093.33,Nascido
61.65,47.07,33.21,28.43,70.30,83.19,84.38,71.51,1.18,50.20,1077.25,Falecido
55.94,45.38,28.21,27.74,59.45,74.10,74.95,60.33,1.25,53.70,1093.69,Nascido
56.49,45.37,30.14,26.35,58.78,73.47,75.48,60.88,1.25,51.50,1086.50,Falecido
59.74,45.54,32.52,27.21,62.92,77.24,79.08,64.85,1.23,58.60,1093.28,Nascido
63.30,42.65,34.54,28.76,58.90,74.72,76.32,60.28,1.27,53.60,1085.02,Nascido
64.07,43.98,33.40,30.67,64.68,79.49,79.96,64.90,1.23,58.30,1067.77,Nascido
60.23,43.93,33.12,27.12,60.59,75.63,76.12,60.85,1.25,54.10,1090.73,Nascido
61.16,44.98,33.11,28.05,62.44,77.05,79.29,64.78,1.23,53.30,1081.14,Falecido
60.35,46.50,32.42,27.93,66.34,80.01,81.79,68.33,1.21,57.10,1081.44,Nascido
58.13,45.55,32.47,25.66,60.11,74.79,77.53,63.15,1.24,54.30,1071.01,Nascido
58.91,44.88,31.33,27.59,59.47,74.14,76.84,62.14,1.25,55.50,1086.11,Nascido
60.47,44.91,32.87,27.60,61.63,76.32,78.45,63.85,1.24,58.60,1087.20,Falecido
60.81,46.25,34.44,26.37,65.47,79.35,81.76,68.11,1.21,58.40,1073.53,Nascido
58.33,45.28,32.69,25.64,61.05,75.67,77.15,62.61,1.24,50.70,1081.02,Nascido
61.43,46.39,35.34,26.09,66.86,80.34,82.74,69.23,1.20,57.80,1086.47,Nascido
59.08,44.48,33.94,25.14,59.45,74.57,76.24,61.21,1.25,54.00,1080.00,Nascido
59.50,46.36,31.87,27.63,64.99,78.91,80.61,66.95,1.21,61.70,1080.56,Nascido
60.23,43.43,34.40,25.84,57.79,73.30,75.10,59.48,1.27,56.20,1074.57,Falecido
58.36,44.28,31.94,26.41,58.20,73.42,75.04,59.91,1.26,54.70,1078.90,Nascido
61.97,47.42,34.37,27.60,71.98,84.41,85.54,72.97,1.17,62.10,1080.00,Falecido
61.75,48.92,32.49,29.26,69.90,85.38,88.65,77.38,1.22,62.00,1078.26,Falecido
55.17,43.83,29.48,25.69,50.02,72.36,71.02,55.50,1.45,51.40,1084.39,Falecido
59.29,43.71,32.90,26.39,58.83,74.08,74.77,59.32,1.26,54.50,1077.08,Nascido
57.72,43.97,31.29,26.43,55.87,71.55,73.76,58.43,1.28,53.70,1074.00,Nascido
58.06,43.73,31.67,26.39,56.79,72.26,73.61,58.15,1.27,54.20,1084.00,Falecido
58.27,47.43,29.26,29.01,66.60,79.93,81.66,68.63,1.20,58.80,1090.91,Nascido
61.75,45.69,34.38,27.37,62.85,79.37,81.47,67.50,1.26,56.80,1086.04,Nascido
59.06,45.25,30.40,28.66,58.63,74.33,77.76,63.33,1.27,56.20,1076.63,Nascido
59.54,43.96,33.65,25.89,58.55,73.85,75.56,60.25,1.26,52.10,1076.45,Falecido
58.77,43.46,33.15,25.62,56.73,72.30,73.76,58.13,1.27,53.60,1072.00,Nascido
58.95,43.91,33.37,25.59,57.80,73.30,74.88,59.51,1.27,54.50,1090.00,Nascido
60.04,46.40,32.52,27.52,66.25,79.95,81.27,67.70,1.21,54.00,1069.31,Nascido
58.27,45.73,32.90,25.37,56.21,76.76,78.07,63.81,1.37,59.20,1082.27,Nascido
58.17,44.64,32.84,25.34,53.96,72.14,75.67,60.71,1.34,56.10,1093.57,Nascido
61.50,44.18,34.13,27.37,56.97,74.88,77.90,62.84,1.31,55.70,1092.16,Nascido
61.54,44.96,32.15,29.39,62.39,76.95,79.60,65.13,1.23,59.10,1082.42,Nascido
65.50,44.93,35.40,30.10,65.01,81.00,83.50,69.22,1.25,59.80,1077.48,Falecido
59.92,46.64,31.09,28.84,65.82,79.27,81.65,68.27,1.20,61.00,1087.34,Falecido
57.77,43.96,32.67,25.10,50.75,71.58,73.85,58.47,1.41,50.80,1078.56,Nascido
56.14,42.06,32.99,23.15,48.15,66.52,68.45,52.00,1.38,47.10,1068.03,Nascido
59.00,44.69,31.90,27.10,60.40,75.20,76.54,61.71,1.24,55.00,1080.55,Nascido
59.04,43.98,32.92,26.12,54.65,72.92,75.10,59.80,1.33,58.00,1084.11,Nascido
57.38,43.31,32.47,24.92,54.77,70.59,72.11,56.35,1.29,52.70,1084.36,Nascido
56.07,45.28,30.43,25.64,58.41,73.22,74.88,60.18,1.25,52.80,1084.19,Nascido
60.29,46.23,34.94,25.35,66.55,80.19,81.23,67.47,1.20,56.70,1069.81,Nascido
59.58,45.25,33.69,25.89,60.82,75.87,78.36,63.88,1.25,56.50,1076.19,Nascido
56.86,44.03,31.22,25.64,55.53,71.05,73.07,57.72,1.28,54.40,1079.37,Nascido
59.69,41.88,32.10,27.59,54.22,70.34,71.28,54.82,1.30,52.30,1056.57,Falecido
59.79,45.48,32.65,27.14,62.67,77.08,79.02,64.76,1.23,59.70,1075.68,Falecido
58.63,43.80,31.45,27.18,56.62,72.21,74.29,58.91,1.28,50.80,1087.79,Nascido
59.39,44.61,32.83,26.56,57.64,75.67,76.76,61.88,1.31,52.40,1082.64,Falecido
57.84,42.96,33.61,24.23,52.89,69.57,71.86,55.89,1.32,53.00,1068.55,Nascido
58.22,43.93,30.87,27.35,57.46,72.71,74.14,58.82,1.27,54.50,1085.66,Nascido
61.27,43.94,35.67,25.60,60.81,75.89,77.24,61.95,1.25,59.20,1082.27,Nascido
56.03,44.13,30.14,25.89,56.03,71.37,72.47,57.14,1.27,53.90,1067.33,Falecido
57.00,43.96,31.13,25.87,56.09,71.56,73.07,57.69,1.28,51.20,1077.89,Nascido
57.04,42.49,30.65,26.39,52.72,68.82,70.06,53.92,1.31,46.00,1074.77,Falecido
58.93,45.35,31.00,27.93,60.27,75.13,77.86,63.47,1.25,59.70,1079.57,Nascido
59.33,44.01,32.69,26.64,58.25,73.58,75.42,60.16,1.26,55.30,1080.08,Falecido
58.81,43.48,32.69,26.12,56.77,72.34,73.83,58.23,1.27,53.80,1082.49,Nascido
64.49,44.11,36.53,27.96,62.83,78.16,80.71,65.69,1.24,58.20,1075.79,Falecido
57.37,43.98,30.32,27.06,52.80,73.79,73.45,58.12,1.40,50.20,1074.95,Nascido
59.06,47.52,31.90,27.16,67.83,80.84,82.71,69.83,1.19,61.90,1085.96,Nascido
57.61,44.03,28.93,28.68,54.65,71.67,73.75,58.48,1.31,55.80,1081.40,Nascido
60.08,45.00,33.42,26.66,59.58,75.05,78.29,63.71,1.26,58.00,1080.07,Nascido
56.50,41.70,31.38,25.12,46.90,67.40,67.98,51.44,1.44,48.40,1068.43,Nascido
61.88,46.19,33.22,28.65,66.78,80.43,82.66,69.13,1.20,63.20,1082.19,Nascido
57.54,44.48,31.92,25.62,58.80,73.66,74.69,59.62,1.25,53.60,1085.02,Nascido
56.89,45.99,31.00,25.89,61.96,76.26,77.20,63.00,1.23,54.00,1073.56,Nascido
58.97,46.42,31.63,27.34,61.94,77.50,80.22,66.55,1.25,60.40,1076.65,Nascido
59.99,43.56,32.94,27.06,55.76,73.26,75.11,59.61,1.31,56.10,1076.78,Nascido
59.11,45.03,32.44,26.66,59.80,75.46,77.36,62.74,1.26,62.30,1072.29,Nascido
55.70,43.11,29.98,25.72,50.80,67.87,70.06,54.20,1.34,52.90,1084.02,Nascido
55.67,44.30,31.41,24.26,55.30,70.81,72.52,57.22,1.28,53.00,1086.07,Nascido
59.95,44.66,32.12,27.84,56.91,74.34,77.39,62.61,1.31,55.20,1090.91,Nascido
58.33,44.78,33.46,24.87,55.59,74.10,76.13,61.24,1.33,55.00,1089.11,Nascido
55.51,42.20,31.13,24.37,47.10,66.04,68.07,51.75,1.40,47.90,1086.17,Nascido
59.94,44.64,31.34,28.60,60.89,75.66,77.34,62.55,1.24,59.60,1087.59,Falecido
56.91,43.03,31.38,25.53,53.63,69.68,71.06,55.17,1.30,54.40,1070.87,Nascido
58.22,43.68,32.37,25.85,56.47,71.85,73.66,58.15,1.27,54.20,1084.00,Nascido
59.06,45.50,31.67,27.39,62.37,76.70,78.32,64.03,1.23,55.90,1079.15,Nascido
60.38,42.84,33.57,26.81,53.01,71.24,73.96,58.02,1.34,52.50,1075.82,Nascido
61.54,46.48,33.67,27.87,67.81,81.28,82.97,69.61,1.20,63.50,1063.65,Falecido
57.66,42.88,30.58,27.09,54.47,70.06,71.44,55.52,1.29,55.80,1085.60,Nascido
57.02,44.73,31.40,25.62,58.54,73.44,74.70,59.74,1.25,56.90,1067.54,Nascido
60.73,45.67,32.13,28.60,64.56,78.62,80.36,66.34,1.22,60.00,1083.03,Nascido
59.11,45.52,32.94,26.16,60.62,75.82,78.45,64.14,1.25,55.40,1077.82,Nascido
61.54,44.46,31.40,30.13,61.34,76.33,78.51,63.70,1.24,61.10,1077.60,Falecido
61.28,44.91,35.07,26.22,61.45,77.51,79.33,64.73,1.26,62.00,1080.14,Falecido
61.40,44.05,31.72,29.68,57.93,74.55,77.49,62.39,1.29,58.90,1086.72,Nascido
62.44,44.64,32.34,30.10,63.24,77.90,79.80,65.16,1.23,60.00,1081.08,Falecido
57.81,44.50,31.15,26.66,54.18,73.38,74.97,59.96,1.35,55.10,1080.39,Nascido
57.15,46.63,31.83,25.32,59.49,75.04,78.86,65.07,1.26,58.10,1077.92,Nascido
58.99,44.88,30.01,28.98,58.87,74.74,76.90,62.22,1.27,60.40,1080.50,Falecido
61.30,44.55,33.35,27.95,57.27,74.63,78.50,63.71,1.30,53.70,1069.72,Nascido
61.00,44.69,31.88,29.12,60.99,76.00,78.49,63.80,1.25,61.20,1075.57,Falecido
62.12,46.30,31.45,30.67,66.44,80.42,83.12,69.72,1.21,54.90,1080.71,Nascido
62.30,45.23,31.67,30.63,62.22,79.97,80.95,66.74,1.29,56.40,1080.46,Nascido
63.69,48.09,33.96,29.73,71.16,85.37,88.82,77.13,1.20,61.60,1075.04,Nascido
59.67,46.89,30.84,28.84,66.39,79.67,81.94,68.71,1.20,59.40,1074.14,Nascido
61.19,46.14,30.85,30.34,66.34,79.97,81.83,68.22,1.21,61.10,1083.33,Nascido
60.69,43.39,32.09,28.60,57.63,73.20,75.40,59.84,1.27,63.70,1079.66,Falecido
57.12,44.79,29.17,27.95,58.04,72.99,74.87,60.01,1.26,55.20,1065.64,Nascido
67.01,48.19,33.90,33.12,75.91,89.36,92.56,81.49,1.18,58.50,1081.33,Nascido
59.43,46.60,30.72,28.71,63.29,79.10,81.04,67.56,1.25,55.80,1083.50,Nascido
60.52,43.69,30.88,29.63,53.35,77.16,75.86,60.50,1.45,54.60,1085.49,Nascido
60.89,45.61,31.33,29.57,65.33,78.92,80.37,66.33,1.21,63.00,1080.62,Nascido
54.49,42.45,27.39,27.10,50.55,66.60,67.57,51.40,1.32,51.00,1080.51,Nascido
56.44,42.59,28.46,27.99,52.27,68.34,69.68,53.60,1.31,52.00,1074.38,Nascido
59.15,48.07,29.73,29.43,68.92,81.73,83.97,71.56,1.19,62.70,1081.03,Nascido
59.31,45.50,31.65,27.66,57.83,74.25,78.57,64.30,1.28,55.60,1081.71,Nascido
58.16,45.33,29.48,28.68,59.22,74.59,77.02,62.56,1.26,58.20,1077.78,Nascido
58.61,45.28,29.95,28.66,60.43,75.20,77.36,62.90,1.24,68.80,1075.00,Nascido
59.68,43.33,30.45,29.23,56.46,71.75,74.29,58.68,1.27,53.90,1067.33,Nascido
61.08,46.77,31.17,29.90,68.15,81.53,83.11,69.96,1.20,55.10,1076.17,Nascido
59.65,47.34,29.95,29.70,67.65,80.81,82.90,70.01,1.19,62.50,1086.96,Falecido
57.75,47.21,29.39,28.37,63.04,79.17,80.65,67.39,1.26,60.40,1067.14,Nascido
57.54,46.25,30.40,27.14,62.52,76.66,78.39,64.45,1.23,65.00,1077.94,Nascido
57.52,44.21,29.41,28.12,57.22,72.50,74.05,58.88,1.27,57.80,1080.37,Nascido
58.47,43.16,31.88,26.59,56.54,71.99,72.80,57.03,1.27,59.80,1077.48,Nascido
61.47,44.41,33.13,28.34,63.16,77.61,78.35,63.47,1.23,55.60,1083.82,Nascido
57.54,43.73,28.89,28.66,53.95,71.10,73.08,57.63,1.32,55.20,1073.93,Falecido
59.31,46.75,30.65,28.66,64.15,78.17,81.25,67.87,1.22,56.00,1076.92,Nascido
59.23,45.69,33.63,25.60,58.18,73.90,78.96,64.75,1.27,59.60,1075.81,Nascido
57.79,43.48,28.91,28.89,52.10,71.24,72.80,57.22,1.37,53.30,1089.98,Nascido
56.19,43.66,32.87,23.32,51.35,71.18,71.74,56.08,1.39,54.20,1073.27,Nascido
59.47,43.66,34.88,24.59,55.68,73.16,74.90,59.35,1.31,56.90,1079.70,Nascido
56.16,45.13,30.33,25.84,55.78,72.09,74.67,59.90,1.29,55.50,1088.24,Nascido
59.31,46.50,30.65,28.66,64.30,78.22,80.71,67.15,1.22,59.00,1082.57,Nascido
57.24,45.69,32.13,25.10,56.15,73.89,76.95,62.57,1.32,58.20,1089.89,Nascido
54.97,43.18,29.63,25.34,50.26,66.51,69.51,53.66,1.32,49.30,1078.77,Nascido
58.29,44.48,30.67,27.62,55.61,73.35,75.38,60.39,1.32,58.80,1074.95,Nascido
58.06,42.99,31.42,26.64,54.57,70.40,72.05,56.17,1.29,53.20,1064.00,Nascido
56.90,44.12,30.09,26.81,56.48,71.49,73.27,57.99,1.27,53.60,1072.00,Nascido
57.96,45.63,32.52,25.44,43.43,71.25,77.54,63.19,1.64,57.50,1068.77,Nascido
58.16,45.08,30.23,27.93,59.04,74.32,76.50,61.87,1.26,58.10,1071.96,Nascido
56.50,41.70,33.17,23.34,49.95,66.48,68.05,51.44,1.33,49.60,1062.10,Nascido
56.17,45.60,29.95,26.22,43.97,67.06,75.65,61.15,1.52,57.50,1076.78,Nascido
56.36,43.28,28.21,28.16,50.92,69.55,71.02,55.29,1.37,51.30,1062.11,Nascido
59.63,45.55,32.94,26.69,59.04,76.80,79.01,64.78,1.30,57.10,1077.36,Nascido
57.14,44.55,32.24,24.89,54.98,72.71,74.46,59.38,1.32,53.00,1060.00,Nascido
54.69,42.39,30.12,24.57,50.13,66.12,67.69,51.47,1.32,49.10,1074.40,Nascido
57.61,43.53,31.94,25.66,55.82,71.52,72.77,57.16,1.28,55.30,1073.79,Nascido
58.91,47.26,32.48,26.43,66.54,80.06,82.01,68.90,1.20,63.00,1080.62,Nascido
57.46,45.10,28.73,28.73,58.27,73.39,75.86,61.21,1.26,53.40,1078.79,Nascido
61.75,44.44,32.13,29.62,58.03,76.18,78.68,63.86,1.31,57.60,1070.63,Falecido
58.86,43.01,31.92,26.94,54.90,72.33,72.85,57.00,1.32,52.00,1076.60,Nascido
57.44,42.64,32.10,25.34,50.00,68.50,70.78,54.69,1.37,52.60,1075.66,Nascido
56.66,41.04,29.45,27.21,47.41,65.25,66.77,49.97,1.38,46.60,1071.26,Falecido
58.66,43.31,30.95,27.71,54.36,71.90,73.27,57.60,1.32,53.40,1080.97,Nascido
56.61,45.30,29.68,26.94,58.42,73.35,75.45,60.83,1.26,55.70,1094.30,Nascido
59.95,40.89,34.37,25.59,48.90,68.76,69.54,52.50,1.41,46.30,1069.28,Nascido
58.16,42.31,31.22,26.94,52.08,68.43,70.74,54.51,1.31,47.40,1030.43,Falecido
61.52,44.96,33.90,27.62,62.37,77.21,79.62,65.11,1.24,57.80,1078.36,Falecido
57.06,43.76,32.19,24.87,55.54,71.40,72.73,57.21,1.29,50.80,1062.76,Nascido
58.68,46.10,33.02,25.66,63.77,77.84,79.27,65.30,1.22,57.80,1082.40,Nascido
58.81,43.48,34.42,24.39,56.60,72.21,73.90,58.23,1.28,53.40,1076.61,Nascido
55.55,41.22,28.91,26.64,47.96,64.67,66.11,49.41,1.35,45.90,1077.46,Nascido
59.70,43.86,31.25,28.46,58.67,74.05,75.43,60.14,1.26,55.90,1085.44,Nascido
58.79,44.25,32.76,26.03,58.72,74.06,75.42,60.27,1.26,52.30,1071.72,Nascido
57.77,45.48,32.92,24.85,59.51,74.60,77.06,62.57,1.25,53.30,1083.33,Falecido
57.94,45.91,31.87,26.07,62.33,76.32,78.09,63.94,1.22,56.90,1079.70,Nascido
58.40,44.87,32.09,26.31,54.83,75.27,76.34,61.56,1.37,56.60,1080.15,Nascido
61.92,44.30,35.26,26.66,62.32,77.26,78.62,63.64,1.24,61.30,1073.56,Nascido
58.97,45.17,31.12,27.85,57.87,75.48,77.52,63.01,1.30,57.80,1072.36,Nascido
58.27,44.39,32.30,25.97,58.44,73.69,75.19,60.11,1.26,52.10,1078.67,Nascido
61.97,45.85,31.72,30.25,66.41,80.40,81.98,68.22,1.21,58.10,1073.94,Nascido
57.25,43.43,30.90,26.35,54.61,70.34,72.19,56.53,1.29,49.70,1080.43,Nascido
57.49,43.94,28.89,28.60,56.45,71.79,73.46,58.12,1.27,52.60,1084.54,Nascido
59.56,43.71,30.67,28.89,56.77,72.45,74.98,59.59,1.28,54.30,1073.12,Nascido
58.98,44.94,31.63,27.35,59.62,74.59,77.05,62.38,1.25,56.70,1069.81,Nascido
58.23,44.43,30.13,28.10,58.54,73.45,75.20,60.18,1.25,54.10,1082.00,Nascido
58.83,46.02,32.92,25.91,61.61,76.83,79.26,65.25,1.25,55.40,1071.57,Nascido
63.33,45.16,33.58,29.76,59.72,78.19,81.84,67.63,1.31,60.70,1074.34,Nascido
62.62,46.55,34.21,28.41,68.88,82.23,84.23,71.03,1.19,63.10,1080.48,Nascido
58.83,41.24,31.70,27.14,51.02,67.76,69.17,52.39,1.33,49.20,1071.90,Nascido
56.84,43.01,30.92,25.91,54.20,69.99,70.94,55.05,1.29,51.20,1068.89,Nascido
58.02,43.96,31.38,26.64,55.72,72.48,74.04,58.72,1.30,52.80,1077.55,Nascido
58.23,45.44,33.65,24.59,62.25,76.52,77.46,62.97,1.23,55.90,1075.00,Nascido
60.20,43.91,31.10,29.10,58.03,73.36,76.02,60.78,1.26,56.30,1076.48,Nascido
59.24,43.61,31.28,27.96,55.63,71.74,74.46,58.99,1.29,54.90,1078.59,Nascido
60.50,43.94,30.63,29.87,58.90,74.31,76.38,61.17,1.26,56.80,1081.90,Nascido
59.58,44.75,33.44,26.14,60.80,75.72,77.28,62.48,1.25,58.00,1068.14,Falecido
61.92,45.08,34.24,27.68,63.63,78.21,80.28,65.88,1.23,59.30,1082.12,Nascido
60.81,45.48,34.94,25.87,64.59,78.65,80.10,65.86,1.22,59.60,1079.71,Nascido
59.63,46.05,31.20,28.43,59.41,78.39,80.05,66.20,1.32,60.80,1081.85,Nascido
58.04,43.24,31.15,26.89,50.17,72.34,72.54,56.81,1.44,54.30,1077.38,Nascido
59.02,43.21,33.65,25.37,56.96,72.55,73.49,57.71,1.27,56.60,1071.97,Nascido
60.72,44.16,33.88,26.84,60.09,75.14,77.11,62.00,1.25,58.30,1083.64,Falecido
56.50,43.89,31.56,24.94,54.89,70.46,72.45,56.98,1.28,51.90,1079.00,Nascido
60.98,46.13,33.27,27.71,65.60,79.60,81.62,67.93,1.21,59.40,1078.04,Nascido
56.67,46.89,32.10,24.57,59.22,76.95,78.96,65.26,1.30,58.10,1064.10,Nascido
59.19,44.39,31.60,27.59,59.33,74.18,76.08,61.08,1.25,58.80,1080.88,Nascido
59.04,45.23,32.92,26.12,61.36,76.01,77.75,63.24,1.24,62.50,1079.45,Nascido
55.51,41.20,31.88,23.62,48.28,64.89,66.11,49.33,1.34,47.10,1070.45,Nascido
57.94,47.37,31.25,26.69,66.17,79.56,81.22,68.07,1.20,59.50,1066.31,Nascido
58.63,45.80,31.47,27.16,60.99,76.14,78.53,64.39,1.25,54.80,1068.23,Nascido
58.20,43.62,30.68,27.52,56.31,71.94,73.48,57.98,1.28,54.50,1081.35,Nascido
57.84,44.26,31.20,26.64,57.92,73.06,74.47,59.31,1.26,56.90,1077.65,Nascido
57.49,42.12,32.30,25.19,51.75,67.98,69.77,53.40,1.31,52.30,1085.06,Nascido
54.10,41.79,29.43,24.67,48.28,64.71,65.93,49.46,1.34,47.60,1067.26,Nascido
